case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age16-104729,2041-06-30,2041/42,31,91,False,89.41,94.33,96.21,92.83,84.92,94.11,95.73,91.04,89.76,72.9,79.3,75.65,80.72,79.47,75.56
age16-104729,2042-06-30,2042/43,32,91,True,90.09,94.72,96.54,93.57,85.74,94.59,96.08,91.66,90.32,73.79,80.17,76.09,81.04,79.92,76.11
age16-104729,2043-06-30,2043/44,33,92,True,90.67,95.06,96.83,94.19,86.48,95.0,96.38,92.21,90.83,74.64,81.07,76.55,81.36,80.34,76.69
age16-104729,2044-06-30,2044/45,34,92,False,91.31,95.42,97.09,94.68,87.22,95.37,96.67,92.73,91.3,75.48,81.86,76.97,81.66,80.8,77.22
age16-104729,2045-06-30,2045/46,35,93,False,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2046-06-30,2046/47,36,93,False,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2047-06-30,2047/48,37,93,True,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2048-06-30,2048/49,38,93,True,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2049-06-30,2049/50,39,93,False,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2050-06-30,2050/51,40,93,False,91.87,95.72,97.34,95.18,87.9,95.73,96.93,93.22,91.76,76.34,82.6,77.39,81.94,81.23,77.74
age16-104729,2051-06-30,2051/52,41,92,False,91.2,95.0,96.6,94.78,87.56,95.73,96.93,93.22,91.76,76.34,81.25,76.62,80.62,80.39,76.55
age16-104729,2052-06-30,2052/53,42,92,False,90.39,94.11,95.68,94.3,87.15,95.73,96.93,93.22,91.76,76.34,79.63,75.68,79.02,79.35,75.1
age16-104729,2053-06-30,2053/54,43,91,False,89.41,93.06,94.59,93.71,86.65,95.73,96.93,93.22,91.76,76.34,77.74,74.58,77.16,78.14,73.43
age16-104729,2054-06-30,2054/55,44,90,True,88.29,91.84,93.33,93.03,86.07,95.73,96.93,93.22,91.76,76.34,75.61,73.3,75.06,76.74,71.53
age16-104729,2055-06-30,2055/56,45,89,True,87.0,90.44,91.89,92.25,85.4,95.73,96.93,93.22,91.76,76.34,73.25,71.86,72.73,75.16,69.41
age16-104729,2056-06-30,2056/57,46,88,False,85.55,88.87,90.27,91.35,84.63,95.73,96.93,93.22,91.76,76.34,70.68,70.25,70.2,73.4,67.1
age16-104729,2057-06-30,2057/58,47,87,False,83.94,87.14,88.48,90.34,83.77,95.66,96.87,93.19,91.76,76.32,67.94,68.49,67.5,71.48,64.64
age16-104729,2058-06-30,2058/59,48,86,False,82.19,85.25,86.54,89.23,82.81,95.51,96.71,93.14,91.76,76.28,65.07,66.6,64.67,69.41,62.04
age16-104729,2059-06-30,2059/60,49,85,False,80.29,83.21,84.43,88.0,81.74,95.25,96.45,93.04,91.76,76.22,62.09,64.57,61.72,67.21,59.33
age16-104729,2060-06-30,2060/61,50,83,False,78.24,81.01,82.17,86.64,80.58,94.87,96.05,92.89,91.76,76.12,59.03,62.42,58.7,64.88,56.54
age16-104729,2061-06-30,2061/62,51,82,False,76.06,78.66,79.75,85.17,79.3,94.33,95.5,92.69,91.76,75.98,55.92,60.16,55.62,62.43,53.68
age16-104729,2062-06-30,2062/63,52,80,False,73.73,76.18,77.2,83.56,77.91,93.62,94.77,92.41,91.76,75.8,52.78,57.79,52.51,59.89,50.78
age16-104729,2063-06-30,2063/64,53,78,False,71.28,73.56,74.5,81.83,76.4,92.69,93.82,92.05,91.76,75.55,49.63,55.34,49.4,57.26,47.87
age16-104729,2064-06-30,2064/65,54,76,False,68.7,70.81,71.69,79.96,74.77,91.53,92.63,91.59,91.76,75.25,46.51,52.82,46.3,54.55,44.97
age16-104729,2065-06-30,2065/66,55,74,False,66.01,67.95,68.76,77.96,73.02,90.1,91.17,91.02,91.76,74.86,43.43,50.23,43.25,51.8,42.08
age16-104729,2066-06-30,2066/67,56,72,False,63.22,64.99,65.73,75.81,71.14,88.36,89.39,90.31,91.76,74.38,40.4,47.6,40.25,49.0,39.25
age16-104729,2067-06-30,2067/68,57,70,False,60.29,61.9,62.56,73.5,69.1,86.46,87.44,89.51,91.76,73.84,37.41,44.91,37.28,46.14,36.43
age16-104729,2068-06-30,2068/69,58,68,False,57.23,58.67,59.27,71.0,66.89,84.36,85.29,88.61,91.76,73.23,34.47,42.15,34.36,43.23,33.63
age16-104729,2069-06-30,2069/70,59,66,False,54.51,55.82,56.45,68.99,64.9,82.52,83.39,87.9,91.91,72.86,31.87,39.51,31.63,40.46,31.08
age16-104729,2070-06-30,2070/71,60,64,False,51.68,52.84,53.49,66.71,62.73,80.47,81.3,87.04,92.06,72.36,29.37,36.88,29.0,37.69,28.61
age16-104729,2071-06-30,2071/72,61,62,False,48.81,49.85,50.49,64.3,60.42,78.31,79.09,86.1,92.22,71.81,26.93,34.25,26.46,34.95,26.21
age16-104729,2072-06-30,2072/73,62,59,False,45.85,46.78,47.45,61.78,57.94,75.97,76.71,85.05,92.37,71.15,24.62,31.69,24.08,32.29,23.94
age16-104729,2073-06-30,2073/74,63,57,False,42.95,43.75,44.42,59.08,55.39,73.5,74.21,83.91,92.52,70.4,22.48,29.25,21.89,29.76,21.84
age16-104729,2074-06-30,2074/75,64,55,False,40.12,40.8,41.46,56.25,52.77,70.78,71.46,82.58,92.64,69.49,20.54,26.95,19.89,27.37,19.92
age16-104729,2075-06-30,2075/76,65,52,False,37.4,37.98,38.58,53.36,50.12,67.97,68.62,81.17,92.77,68.5,18.7,24.75,18.03,25.11,18.12
age16-130363,2026-05-11,2026/27,16,63,False,56,67,66,49,55,61,65,58,63,50,56,64,72,67,61
age16-130363,2027-06-30,2027/28,17,66,False,59.62,71.01,70.68,54.39,57.96,65.68,69.78,62.13,66.28,52.46,57.98,64.99,72.74,68.21,62.24
age16-130363,2028-06-30,2028/29,18,70,False,63.55,75.0,75.95,60.02,61.41,70.45,74.96,66.31,69.7,54.94,60.73,66.37,73.77,69.56,63.96
age16-130363,2029-06-30,2029/30,19,74,False,68.0,79.38,81.19,65.39,64.98,75.08,79.94,70.37,72.87,57.4,63.32,67.66,74.74,71.07,65.57
age16-130363,2030-06-30,2030/31,20,77,False,71.96,83.33,85.68,71.69,68.32,79.85,84.29,74.45,76.09,59.96,65.92,68.96,75.72,72.43,67.2
age16-130363,2031-06-30,2031/32,21,80,False,75.24,85.92,88.42,76.57,71.07,83.76,87.44,78.27,79.03,62.22,68.09,70.05,76.54,73.55,68.56
age16-130363,2032-06-30,2032/33,22,82,False,77.53,87.41,89.87,79.22,72.89,85.49,88.89,80.24,80.68,63.39,69.7,70.85,77.14,74.31,69.56
age16-130363,2033-06-30,2033/34,23,83,True,79.67,88.79,91.19,82.13,74.7,87.29,90.35,82.42,82.45,64.75,70.98,71.49,77.62,75.04,70.36
age16-130363,2034-06-30,2034/35,24,85,True,81.68,89.96,92.32,84.69,76.44,88.82,91.56,84.28,83.9,66.11,72.3,72.15,78.11,75.75,71.19
age16-130363,2035-06-30,2035/36,25,86,True,83.15,90.74,93.06,86.26,77.82,89.91,92.44,85.67,85.01,67.19,73.36,72.68,78.51,76.32,71.85
age16-130363,2036-06-30,2036/37,26,87,True,84.52,91.51,93.75,87.64,79.24,90.8,93.17,86.78,85.94,68.18,74.55,73.27,78.96,76.89,72.59
age16-130363,2037-06-30,2037/38,27,88,True,85.92,92.3,94.4,88.94,80.69,91.65,93.85,87.87,86.87,69.23,75.62,73.81,79.36,77.51,73.26
age16-130363,2038-06-30,2038/39,28,88,False,86.94,92.92,94.96,90.23,81.93,92.5,94.48,88.96,87.81,70.36,76.5,74.25,79.69,78.03,73.81
age16-130363,2039-06-30,2039/40,29,89,True,88.03,93.52,95.48,91.3,83.21,93.24,95.07,89.94,88.69,71.45,77.58,74.79,80.09,78.62,74.49
age16-130363,2040-06-30,2040/41,30,90,True,88.92,93.99,95.88,92.1,84.23,93.77,95.48,90.63,89.34,72.29,78.54,75.27,80.45,79.14,75.09
age16-130363,2041-06-30,2041/42,31,91,False,89.65,94.43,96.22,92.8,85.08,94.23,95.83,91.24,89.9,73.11,79.34,75.67,80.74,79.59,75.59
age16-130363,2042-06-30,2042/43,32,91,False,90.31,94.8,96.54,93.5,85.88,94.69,96.18,91.85,90.45,74.0,80.19,76.1,81.05,80.04,76.12
age16-130363,2043-06-30,2043/44,33,92,True,90.97,95.16,96.83,94.09,86.67,95.09,96.48,92.39,90.95,74.83,81.11,76.57,81.38,80.51,76.72
age16-130363,2044-06-30,2044/45,34,92,True,91.61,95.52,97.09,94.56,87.39,95.44,96.76,92.88,91.39,75.64,81.9,77.0,81.67,80.98,77.25
age16-130363,2045-06-30,2045/46,35,93,True,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2046-06-30,2046/47,36,93,True,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2047-06-30,2047/48,37,93,True,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2048-06-30,2048/49,38,93,False,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2049-06-30,2049/50,39,93,False,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2050-06-30,2050/51,40,93,True,92.12,95.82,97.35,95.07,88.05,95.77,97.0,93.33,91.85,76.43,82.63,77.41,81.96,81.38,77.76
age16-130363,2051-06-30,2051/52,41,92,True,91.36,95.0,96.5,94.62,87.67,95.77,97.0,93.33,91.85,76.43,81.1,76.54,80.45,80.42,76.4
age16-130363,2052-06-30,2052/53,42,91,False,90.43,93.99,95.45,94.07,87.2,95.77,97.0,93.33,91.85,76.43,79.26,75.47,78.64,79.24,74.77
age16-130363,2053-06-30,2053/54,43,91,False,89.32,92.79,94.22,93.41,86.63,95.77,97.0,93.33,91.85,76.43,77.13,74.21,76.54,77.86,72.87
age16-130363,2054-06-30,2054/55,44,90,False,88.03,91.4,92.78,92.63,85.96,95.77,97.0,93.33,91.85,76.43,74.72,72.77,74.17,76.26,70.73
age16-130363,2055-06-30,2055/56,45,89,False,86.55,89.81,91.14,91.74,85.19,95.77,97.0,93.33,91.85,76.43,72.07,71.13,71.55,74.47,68.35
age16-130363,2056-06-30,2056/57,46,87,False,84.89,88.01,89.3,90.71,84.3,95.77,97.0,93.33,91.85,76.43,69.18,69.3,68.71,72.46,65.75
age16-130363,2057-06-30,2057/58,47,86,False,83.05,86.04,87.26,89.55,83.31,95.7,96.92,93.3,91.85,76.42,66.13,67.31,65.7,70.29,62.99
age16-130363,2058-06-30,2058/59,48,85,False,81.04,83.88,85.04,88.27,82.19,95.52,96.74,93.23,91.85,76.37,62.94,65.16,62.55,67.94,60.1
age16-130363,2059-06-30,2059/60,49,84,False,78.86,81.54,82.64,86.84,80.96,95.21,96.43,93.12,91.85,76.29,59.65,62.87,59.3,65.45,57.1
age16-130363,2060-06-30,2060/61,50,82,False,76.51,79.03,80.06,85.27,79.59,94.76,95.96,92.94,91.85,76.17,56.29,60.44,55.98,62.82,54.02
age16-130363,2061-06-30,2061/62,51,80,False,73.99,76.35,77.31,83.56,78.1,94.12,95.3,92.69,91.85,76.01,52.89,57.9,52.62,60.07,50.89
age16-130363,2062-06-30,2062/63,52,78,False,71.33,73.51,74.4,81.69,76.47,93.25,94.42,92.36,91.85,75.78,49.48,55.24,49.25,57.21,47.74
age16-130363,2063-06-30,2063/64,53,76,False,68.52,70.53,71.34,79.66,74.69,92.13,93.27,91.92,91.85,75.49,46.1,52.51,45.9,54.28,44.59
age16-130363,2064-06-30,2064/65,54,74,False,65.58,67.41,68.15,77.48,72.77,90.72,91.81,91.35,91.85,75.11,42.78,49.7,42.6,51.28,41.48
age16-130363,2065-06-30,2065/66,55,71,False,62.52,64.18,64.85,75.13,70.7,88.96,90.02,90.64,91.85,74.63,39.52,46.84,39.37,48.24,38.42
age16-130363,2066-06-30,2066/67,56,70,False,59.36,60.85,61.45,72.62,68.47,86.82,87.83,89.76,91.85,74.02,36.36,43.96,36.24,45.18,35.43
age16-130363,2067-06-30,2067/68,57,67,False,56.05,57.37,57.9,69.89,66.05,84.47,85.42,88.75,91.85,73.34,33.26,41.01,33.16,42.07,32.49
age16-130363,2068-06-30,2068/69,58,65,False,53.07,54.24,54.81,67.61,63.82,82.29,83.17,87.87,92.0,72.85,30.52,38.19,30.28,39.1,29.79
age16-130363,2069-06-30,2069/70,59,63,False,49.92,50.94,51.51,64.97,61.34,79.88,80.71,86.85,92.13,72.23,27.84,35.35,27.5,36.12,27.16
age16-130363,2070-06-30,2070/71,60,60,False,46.71,47.58,48.15,62.14,58.69,77.27,78.06,85.68,92.27,71.5,25.29,32.54,24.86,33.17,24.65
age16-130363,2071-06-30,2071/72,61,58,False,43.47,44.23,44.79,59.18,55.86,74.44,75.19,84.37,92.42,70.65,22.82,29.75,22.33,30.29,22.23
age16-130363,2072-06-30,2072/73,62,55,False,40.16,40.81,41.39,56.07,52.85,71.36,72.06,82.89,92.57,69.66,20.51,27.06,19.98,27.5,19.96
age16-130363,2073-06-30,2073/74,63,52,False,36.95,37.5,38.06,52.79,49.77,68.09,68.74,81.26,92.71,68.51,18.4,24.52,17.84,24.89,17.88
age16-130363,2074-06-30,2074/75,64,50,False,33.85,34.29,34.83,49.39,46.61,64.57,65.18,79.38,92.83,67.16,16.5,22.16,15.9,22.44,16.0
age16-130363,2075-06-30,2075/76,65,48,False,30.89,31.27,31.75,45.98,43.44,60.95,61.51,77.35,92.96,65.68,14.71,19.92,14.12,20.16,14.25
age17-104729,2026-05-11,2026/27,17,63,False,56,67,66,49,55,62,66,59,66,53,56,64,72,67,61
age17-104729,2027-06-30,2027/28,18,68,False,60.6,72.23,72.19,56.36,58.8,68.08,72.12,64.32,70.25,56.21,58.54,65.27,72.95,68.54,62.59
age17-104729,2028-06-30,2028/29,19,71,False,64.41,76.18,77.49,62.1,62.22,72.95,77.38,68.59,73.79,58.71,61.29,66.64,73.98,69.86,64.3
age17-104729,2029-06-30,2029/30,20,75,False,68.91,80.59,82.68,67.66,65.85,77.86,82.48,72.92,77.14,61.33,63.88,67.94,74.95,71.39,65.92
age17-104729,2030-06-30,2030/31,21,79,False,72.86,84.33,86.82,74.05,69.19,82.47,86.26,76.99,80.35,63.87,66.5,69.25,75.94,72.74,67.56
age17-104729,2031-06-30,2031/32,22,80,False,74.79,85.8,88.41,77.06,70.87,84.7,88.06,79.4,82.12,65.31,67.86,69.93,76.45,73.41,68.41
age17-104729,2032-06-30,2032/33,23,82,False,77.17,87.46,89.97,80.08,72.76,86.5,89.56,81.54,83.66,66.63,69.43,70.72,77.04,74.2,69.4
age17-104729,2033-06-30,2033/34,24,84,True,79.4,88.92,91.4,83.29,74.68,88.33,91.03,83.74,85.29,68.12,70.71,71.36,77.52,74.95,70.2
age17-104729,2034-06-30,2034/35,25,85,True,81.36,90.04,92.53,85.91,76.41,89.77,92.14,85.49,86.55,69.52,72.05,72.03,78.02,75.65,71.03
age17-104729,2035-06-30,2035/36,26,86,False,82.78,90.81,93.24,87.31,77.77,90.77,92.96,86.76,87.48,70.59,73.1,72.55,78.41,76.19,71.69
age17-104729,2036-06-30,2036/37,27,88,False,84.2,91.6,93.95,88.73,79.18,91.57,93.61,87.77,88.24,71.57,74.34,73.17,78.88,76.78,72.46
age17-104729,2037-06-30,2037/38,28,88,True,85.52,92.38,94.58,89.96,80.59,92.37,94.26,88.8,89.04,72.63,75.34,73.67,79.25,77.37,73.09
age17-104729,2038-06-30,2038/39,29,89,True,86.65,93.01,95.12,91.09,81.88,93.14,94.85,89.8,89.81,73.75,76.33,74.17,79.63,77.92,73.71
age17-104729,2039-06-30,2039/40,30,90,True,87.48,93.44,95.52,91.88,82.86,93.7,95.3,90.55,90.42,74.62,77.24,74.62,79.97,78.36,74.28
age17-104729,2040-06-30,2040/41,31,90,True,88.34,93.88,95.87,92.52,83.81,94.14,95.66,91.13,90.9,75.39,78.13,75.06,80.3,78.83,74.83
age17-104729,2041-06-30,2041/42,32,91,True,89.05,94.28,96.19,93.13,84.62,94.53,95.97,91.65,91.34,76.12,78.91,75.45,80.58,79.26,75.32
age17-104729,2042-06-30,2042/43,33,91,True,89.66,94.63,96.46,93.65,85.35,94.91,96.27,92.17,91.76,76.87,79.64,75.82,80.85,79.65,75.77
age17-104729,2043-06-30,2043/44,34,92,True,90.27,94.96,96.73,94.17,86.09,95.27,96.54,92.66,92.17,77.66,80.5,76.26,81.16,80.06,76.32
age17-104729,2044-06-30,2044/45,35,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2045-06-30,2045/46,36,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2046-06-30,2046/47,37,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2047-06-30,2047/48,38,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2048-06-30,2048/49,39,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2049-06-30,2049/50,40,92,True,90.94,95.33,97.0,94.66,86.85,95.62,96.82,93.14,92.57,78.5,81.31,76.68,81.45,80.53,76.85
age17-104729,2050-06-30,2050/51,41,92,True,90.28,94.6,96.24,94.26,86.52,95.62,96.82,93.14,92.57,78.5,79.98,75.91,80.12,79.69,75.66
age17-104729,2051-06-30,2051/52,42,91,True,89.46,93.7,95.31,93.78,86.1,95.62,96.82,93.14,92.57,78.5,78.38,74.97,78.51,78.65,74.23
age17-104729,2052-06-30,2052/53,43,90,True,88.49,92.64,94.22,93.19,85.61,95.62,96.82,93.14,92.57,78.5,76.53,73.87,76.65,77.44,72.56
age17-104729,2053-06-30,2053/54,44,90,True,87.37,91.41,92.94,92.51,85.03,95.62,96.82,93.14,92.57,78.5,74.43,72.6,74.54,76.04,70.67
age17-104729,2054-06-30,2054/55,45,89,True,86.09,90.01,91.49,91.71,84.36,95.62,96.82,93.14,92.57,78.5,72.1,71.16,72.21,74.46,68.58
age17-104729,2055-06-30,2055/56,46,88,True,84.64,88.42,89.86,90.81,83.6,95.62,96.82,93.14,92.57,78.5,69.56,69.55,69.66,72.7,66.28
age17-104729,2056-06-30,2056/57,47,87,True,83.04,86.68,88.06,89.8,82.74,95.55,96.75,93.11,92.57,78.48,66.86,67.8,66.96,70.79,63.83
age17-104729,2057-06-30,2057/58,48,86,True,81.3,84.78,86.09,88.68,81.79,95.4,96.59,93.06,92.57,78.44,64.04,65.91,64.12,68.73,61.25
age17-104729,2058-06-30,2058/59,49,84,True,79.4,82.72,83.97,87.44,80.74,95.14,96.32,92.96,92.57,78.37,61.1,63.89,61.18,66.53,58.57
age17-104729,2059-06-30,2059/60,50,83,False,77.37,80.51,81.69,86.08,79.58,94.75,95.92,92.81,92.57,78.26,58.08,61.74,58.15,64.2,55.8
age17-104729,2060-06-30,2060/61,51,81,False,75.19,78.15,79.26,84.6,78.31,94.2,95.36,92.6,92.57,78.11,55.01,59.49,55.08,61.77,52.96
age17-104729,2061-06-30,2061/62,52,79,False,72.88,75.65,76.69,82.99,76.93,93.48,94.62,92.32,92.57,77.91,51.92,57.13,51.97,59.23,50.09
age17-104729,2062-06-30,2062/63,53,78,False,70.43,73.02,73.99,81.24,75.43,92.54,93.66,91.95,92.57,77.65,48.82,54.7,48.87,56.61,47.21
age17-104729,2063-06-30,2063/64,54,76,False,67.87,70.26,71.16,79.37,73.82,91.36,92.45,91.49,92.57,77.32,45.74,52.18,45.78,53.92,44.33
age17-104729,2064-06-30,2064/65,55,74,False,65.2,67.4,68.22,77.36,72.08,89.91,90.96,90.9,92.57,76.91,42.71,49.62,42.74,51.18,41.48
age17-104729,2065-06-30,2065/66,56,72,False,62.42,64.44,65.18,75.21,70.21,88.15,89.16,90.19,92.57,76.39,39.73,47.01,39.76,48.4,38.67
age17-104729,2066-06-30,2066/67,57,70,False,59.51,61.34,62.01,72.89,68.19,86.21,87.19,89.38,92.57,75.81,36.78,44.33,36.81,45.56,35.88
age17-104729,2067-06-30,2067/68,58,67,False,56.48,58.11,58.71,70.38,66.0,84.09,85.01,88.46,92.57,75.15,33.88,41.59,33.91,42.66,33.12
age17-104729,2068-06-30,2068/69,59,65,False,53.79,55.26,55.9,68.38,64.02,82.2,83.06,87.71,92.71,74.71,31.33,38.98,31.2,39.92,30.6
age17-104729,2069-06-30,2069/70,60,64,False,50.98,52.3,52.96,66.16,61.87,80.19,80.99,86.88,92.85,74.2,28.85,36.35,28.58,37.17,28.15
age17-104729,2070-06-30,2070/71,61,61,False,48.07,49.22,49.89,63.66,59.54,77.93,78.7,85.89,92.98,73.54,26.46,33.75,26.07,34.44,25.79
age17-104729,2071-06-30,2071/72,62,59,False,45.22,46.23,46.89,61.1,57.13,75.57,76.31,84.83,93.12,72.82,24.19,31.21,23.72,31.81,23.55
age17-104729,2072-06-30,2072/73,63,57,False,42.33,43.23,43.91,58.49,54.6,73.07,73.76,83.66,93.26,72.0,22.09,28.8,21.55,29.31,21.48
age17-104729,2073-06-30,2073/74,64,55,False,39.51,40.29,40.96,55.71,52.0,70.41,71.06,82.39,93.39,71.06,20.13,26.5,19.56,26.94,19.56
age17-104729,2074-06-30,2074/75,65,52,False,36.78,37.43,38.07,52.8,49.36,67.55,68.18,80.94,93.5,69.97,18.37,24.35,17.73,24.7,17.8
age17-130363,2026-05-11,2026/27,17,63,False,56,67,66,49,55,62,66,59,66,53,56,64,72,67,61
age17-130363,2027-06-30,2027/28,18,68,False,60.67,72.15,72.17,56.28,58.8,67.95,71.96,64.16,70.11,56.13,58.59,65.29,72.97,68.56,62.62
age17-130363,2028-06-30,2028/29,19,71,False,64.43,75.95,77.22,61.55,62.16,72.61,77.09,68.27,73.52,58.51,61.28,66.64,73.98,69.86,64.3
age17-130363,2029-06-30,2029/30,20,75,True,68.8,80.41,82.34,66.8,65.69,77.31,82.06,72.44,76.75,61.03,63.71,67.86,74.89,71.35,65.82
age17-130363,2030-06-30,2030/31,21,78,True,72.79,84.17,86.43,72.7,68.97,81.85,85.89,76.42,79.8,63.52,66.31,69.15,75.87,72.71,67.44
age17-130363,2031-06-30,2031/32,22,80,False,75.45,86.11,88.41,75.76,71.24,84.66,88.29,79.49,82.05,65.31,67.85,69.92,76.44,73.62,68.4
age17-130363,2032-06-30,2032/33,23,82,False,77.68,87.54,89.87,78.58,73.06,86.32,89.65,81.44,83.5,66.49,69.5,70.75,77.06,74.37,69.44
age17-130363,2033-06-30,2033/34,24,84,True,79.79,88.91,91.19,81.49,74.84,87.93,90.95,83.37,84.93,67.8,70.74,71.37,77.53,75.08,70.21
age17-130363,2034-06-30,2034/35,25,85,True,81.65,89.97,92.2,83.74,76.44,89.23,91.99,84.96,86.07,69.01,71.96,71.98,77.98,75.73,70.97
age17-130363,2035-06-30,2035/36,26,86,False,83.11,90.78,92.97,85.49,77.83,90.27,92.81,86.26,87.02,70.08,73.05,72.52,78.39,76.3,71.65
age17-130363,2036-06-30,2036/37,27,87,False,84.54,91.59,93.71,87.09,79.27,91.15,93.51,87.35,87.84,71.1,74.25,73.13,78.84,76.89,72.41
age17-130363,2037-06-30,2037/38,28,88,True,85.9,92.39,94.38,88.47,80.73,92.02,94.19,88.45,88.68,72.19,75.3,73.65,79.24,77.51,73.06
age17-130363,2038-06-30,2038/39,29,89,True,87.01,93.06,95.0,89.97,82.07,92.86,94.81,89.52,89.53,73.39,76.33,74.17,79.63,78.08,73.71
age17-130363,2039-06-30,2039/40,30,90,False,87.94,93.55,95.45,90.98,83.17,93.51,95.31,90.37,90.21,74.36,77.37,74.68,80.01,78.58,74.36
age17-130363,2040-06-30,2040/41,31,90,True,88.67,93.95,95.81,91.76,84.06,93.97,95.66,90.97,90.7,75.13,78.26,75.13,80.34,79.02,74.91
age17-130363,2041-06-30,2041/42,32,91,True,89.41,94.37,96.16,92.51,84.91,94.43,96.0,91.57,91.2,75.97,79.07,75.53,80.64,79.47,75.42
age17-130363,2042-06-30,2042/43,33,91,True,89.97,94.69,96.43,93.11,85.61,94.81,96.29,92.09,91.63,76.73,79.79,75.9,80.9,79.85,75.87
age17-130363,2043-06-30,2043/44,34,92,False,90.59,95.04,96.73,93.78,86.38,95.23,96.6,92.65,92.1,77.63,80.68,76.35,81.22,80.28,76.43
age17-130363,2044-06-30,2044/45,35,92,False,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2045-06-30,2045/46,36,92,True,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2046-06-30,2046/47,37,92,True,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2047-06-30,2047/48,38,92,False,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2048-06-30,2048/49,39,92,True,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2049-06-30,2049/50,40,92,True,91.26,95.41,97.02,94.35,87.16,95.59,96.88,93.14,92.51,78.48,81.52,76.79,81.53,80.76,76.99
age17-130363,2050-06-30,2050/51,41,92,True,90.5,94.58,96.16,93.9,86.78,95.59,96.88,93.14,92.51,78.48,80.01,75.92,80.02,79.8,75.64
age17-130363,2051-06-30,2051/52,42,91,False,89.57,93.57,95.11,93.35,86.31,95.59,96.88,93.14,92.51,78.48,78.19,74.85,78.2,78.62,74.01
age17-130363,2052-06-30,2052/53,43,90,True,88.46,92.36,93.86,92.69,85.74,95.59,96.88,93.14,92.51,78.48,76.08,73.6,76.09,77.24,72.12
age17-130363,2053-06-30,2053/54,44,90,True,87.17,90.96,92.41,91.91,85.08,95.59,96.88,93.14,92.51,78.48,73.71,72.15,73.71,75.64,69.99
age17-130363,2054-06-30,2054/55,45,88,False,85.71,89.36,90.76,91.01,84.31,95.59,96.88,93.14,92.51,78.48,71.08,70.52,71.09,73.85,67.62
age17-130363,2055-06-30,2055/56,46,87,False,84.05,87.55,88.9,89.98,83.43,95.59,96.88,93.14,92.51,78.48,68.23,68.69,68.23,71.84,65.04
age17-130363,2056-06-30,2056/57,47,86,False,82.21,85.57,86.85,88.83,82.43,95.51,96.8,93.11,92.51,78.46,65.21,66.7,65.21,69.67,62.3
age17-130363,2057-06-30,2057/58,48,84,False,80.21,83.39,84.61,87.54,81.32,95.33,96.61,93.04,92.51,78.41,62.06,64.56,62.06,67.33,59.42
